city,lat,lon,id,name,locality,timezone,country,owner,provider,isMobile,isMonitor,instruments,sensors,coordinates,licenses,bounds,distance,datetimeFirst,datetimeLast
,,,10695.0,"Ratanpura, Rupnagar - Ambuja Cements",,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 4, 'name': 'Unknown Governmental Organization'}","{'id': 163, 'name': 'caaqm'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 35625, 'name': 'co µg/m³', 'parameter': {'id': 4, 'name': 'co', 'units': 'µg/m³', 'displayName': 'CO mass'}}, {'id': 35653, 'name': 'no2 µg/m³', 'parameter': {'id': 5, 'name': 'no2', 'units': 'µg/m³', 'displayName': 'NO₂ mass'}}, {'id': 35666, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 35765, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 35842, 'name': 'so2 µg/m³', 'parameter': {'id': 6, 'name': 'so2', 'units': 'µg/m³', 'displayName': 'SO₂ mass'}}]","{'latitude': 30.032545399999997, 'longitude': 76.5623046}",,"[76.5623046, 30.032545399999997, 76.5623046, 30.032545399999997]",,"{'utc': '2020-01-30T10:00:00Z', 'local': '2020-01-30T15:30:00+05:30'}","{'utc': '2021-11-23T11:45:00Z', 'local': '2021-11-23T17:15:00+05:30'}"
,,,10697.0,"Samanpura, Patna - BSPCB",,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 8531, 'name': 'Bihar State Pollution Control Board'}","{'id': 168, 'name': 'CPCB'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}, {'id': 2, 'name': 'Government Monitor'}]","[{'id': 35630, 'name': 'co µg/m³', 'parameter': {'id': 4, 'name': 'co', 'units': 'µg/m³', 'displayName': 'CO mass'}}, {'id': 12236106, 'name': 'co ppb', 'parameter': {'id': 102, 'name': 'co', 'units': 'ppb', 'displayName': 'CO'}}, {'id': 12236107, 'name': 'no ppb', 'parameter': {'id': 24, 'name': 'no', 'units': 'ppb', 'displayName': 'NO'}}, {'id': 35631, 'name': 'no2 µg/m³', 'parameter': {'id': 5, 'name': 'no2', 'units': 'µg/m³', 'displayName': 'NO₂ mass'}}, {'id': 12236108, 'name': 'no2 ppb', 'parameter': {'id': 15, 'name': 'no2', 'units': 'ppb', 'displayName': 'NO₂'}}, {'id': 35632, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 12236109, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 35633, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 12236110, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 12236111, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 35635, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12236112, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 35636, 'name': 'so2 µg/m³', 'parameter': {'id': 6, 'name': 'so2', 'units': 'µg/m³', 'displayName': 'SO₂ mass'}}, {'id': 12236113, 'name': 'so2 ppb', 'parameter': {'id': 101, 'name': 'so2', 'units': 'ppb', 'displayName': 'SO₂'}}, {'id': 12236114, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}]","{'latitude': 25.596727, 'longitude': 85.085624}",,"[85.085624, 25.596727, 85.085624, 25.596727]",,"{'utc': '2019-12-26T05:15:00Z', 'local': '2019-12-26T10:45:00+05:30'}","{'utc': '2025-09-15T10:00:00Z', 'local': '2025-09-15T15:30:00+05:30'}"
,,,10725.0,"Mini Secretariat, Charkhi Dadri - HSPCB",,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 8529, 'name': 'Haryana State Pollution Control Board'}","{'id': 168, 'name': 'CPCB'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}, {'id': 2, 'name': 'Government Monitor'}]","[{'id': 12236213, 'name': 'co ppb', 'parameter': {'id': 102, 'name': 'co', 'units': 'ppb', 'displayName': 'CO'}}, {'id': 35760, 'name': 'co µg/m³', 'parameter': {'id': 4, 'name': 'co', 'units': 'µg/m³', 'displayName': 'CO mass'}}, {'id': 12236214, 'name': 'no ppb', 'parameter': {'id': 24, 'name': 'no', 'units': 'ppb', 'displayName': 'NO'}}, {'id': 12236215, 'name': 'no2 ppb', 'parameter': {'id': 15, 'name': 'no2', 'units': 'ppb', 'displayName': 'NO₂'}}, {'id': 35757, 'name': 'no2 µg/m³', 'parameter': {'id': 5, 'name': 'no2', 'units': 'µg/m³', 'displayName': 'NO₂ mass'}}, {'id': 35756, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 12236216, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 12236217, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 35755, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 35741, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12236218, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12236219, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12236220, 'name': 'so2 ppb', 'parameter': {'id': 101, 'name': 'so2', 'units': 'ppb', 'displayName': 'SO₂'}}, {'id': 35739, 'name': 'so2 µg/m³', 'parameter': {'id': 6, 'name': 'so2', 'units': 'µg/m³', 'displayName': 'SO₂ mass'}}, {'id': 12236221, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}]","{'latitude': 28.593883, 'longitude': 76.270653}",,"[76.270653, 28.593883, 76.270653, 28.593883]",,"{'utc': '2020-04-23T08:00:00Z', 'local': '2020-04-23T13:30:00+05:30'}","{'utc': '2025-04-02T06:30:00Z', 'local': '2025-04-02T12:00:00+05:30'}"
,,,10747.0,"Thavakkara, Kannur - Kerala PCB",,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 8534, 'name': 'Kerala State Pollution Control Board'}","{'id': 168, 'name': 'CPCB'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}, {'id': 2, 'name': 'Government Monitor'}]","[{'id': 35845, 'name': 'co µg/m³', 'parameter': {'id': 4, 'name': 'co', 'units': 'µg/m³', 'displayName': 'CO mass'}}, {'id': 12241385, 'name': 'co ppb', 'parameter': {'id': 102, 'name': 'co', 'units': 'ppb', 'displayName': 'CO'}}, {'id': 12241386, 'name': 'no ppb', 'parameter': {'id': 24, 'name': 'no', 'units': 'ppb', 'displayName': 'NO'}}, {'id': 12241387, 'name': 'no2 ppb', 'parameter': {'id': 15, 'name': 'no2', 'units': 'ppb', 'displayName': 'NO₂'}}, {'id': 36149, 'name': 'no2 µg/m³', 'parameter': {'id': 5, 'name': 'no2', 'units': 'µg/m³', 'displayName': 'NO₂ mass'}}, {'id': 35846, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 12241388, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 12241389, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 35847, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 12241390, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 35848, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12241391, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12241392, 'name': 'so2 ppb', 'parameter': {'id': 101, 'name': 'so2', 'units': 'ppb', 'displayName': 'SO₂'}}, {'id': 35850, 'name': 'so2 µg/m³', 'parameter': {'id': 6, 'name': 'so2', 'units': 'µg/m³', 'displayName': 'SO₂ mass'}}, {'id': 12241393, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}]","{'latitude': 11.875, 'longitude': 75.3732}",,"[75.3732, 11.875, 75.3732, 11.875]",,"{'utc': '2020-02-11T05:45:00Z', 'local': '2020-02-11T11:15:00+05:30'}","{'utc': '2025-09-15T10:15:00Z', 'local': '2025-09-15T15:45:00+05:30'}"
,,,10780.0,"Manali Village, Chennai - TNPCB",,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 8540, 'name': 'Tamil Nadu Pollution Control Board'}","{'id': 168, 'name': 'CPCB'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}, {'id': 2, 'name': 'Government Monitor'}]","[{'id': 36026, 'name': 'co µg/m³', 'parameter': {'id': 4, 'name': 'co', 'units': 'µg/m³', 'displayName': 'CO mass'}}, {'id': 12235791, 'name': 'co ppb', 'parameter': {'id': 102, 'name': 'co', 'units': 'ppb', 'displayName': 'CO'}}, {'id': 12235792, 'name': 'no ppb', 'parameter': {'id': 24, 'name': 'no', 'units': 'ppb', 'displayName': 'NO'}}, {'id': 12235793, 'name': 'no2 ppb', 'parameter': {'id': 15, 'name': 'no2', 'units': 'ppb', 'displayName': 'NO₂'}}, {'id': 36023, 'name': 'no2 µg/m³', 'parameter': {'id': 5, 'name': 'no2', 'units': 'µg/m³', 'displayName': 'NO₂ mass'}}, {'id': 36021, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 12235794, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 12235795, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 36019, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 36018, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12235796, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12235797, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 36017, 'name': 'so2 µg/m³', 'parameter': {'id': 6, 'name': 'so2', 'units': 'µg/m³', 'displayName': 'SO₂ mass'}}, {'id': 12235798, 'name': 'so2 ppb', 'parameter': {'id': 101, 'name': 'so2', 'units': 'ppb', 'displayName': 'SO₂'}}, {'id': 12235799, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}]","{'latitude': 13.1662, 'longitude': 80.2584}",,"[80.2584, 13.1662, 80.2584, 13.1662]",,"{'utc': '2019-07-19T06:00:00Z', 'local': '2019-07-19T11:30:00+05:30'}","{'utc': '2025-09-15T10:15:00Z', 'local': '2025-09-15T15:45:00+05:30'}"
,,,10820.0,"Sector 30, Faridabad - HSPCB",,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 8529, 'name': 'Haryana State Pollution Control Board'}","{'id': 168, 'name': 'CPCB'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 12236231, 'name': 'co ppb', 'parameter': {'id': 102, 'name': 'co', 'units': 'ppb', 'displayName': 'CO'}}, {'id': 12236232, 'name': 'no ppb', 'parameter': {'id': 24, 'name': 'no', 'units': 'ppb', 'displayName': 'NO'}}, {'id': 12236233, 'name': 'no2 ppb', 'parameter': {'id': 15, 'name': 'no2', 'units': 'ppb', 'displayName': 'NO₂'}}, {'id': 12236234, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 12236235, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 12236236, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12236237, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12236238, 'name': 'so2 ppb', 'parameter': {'id': 101, 'name': 'so2', 'units': 'ppb', 'displayName': 'SO₂'}}, {'id': 12236239, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}]","{'latitude': 28.4417, 'longitude': 77.3217}",,"[77.3217, 28.4417, 77.3217, 28.4417]",,"{'utc': '2025-02-18T20:15:00Z', 'local': '2025-02-19T01:45:00+05:30'}","{'utc': '2025-03-26T07:45:00Z', 'local': '2025-03-26T13:15:00+05:30'}"
,,,10823.0,"Buddha Colony, Muzaffarpur - BSPCB",,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 8531, 'name': 'Bihar State Pollution Control Board'}","{'id': 168, 'name': 'CPCB'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}, {'id': 2, 'name': 'Government Monitor'}]","[{'id': 36174, 'name': 'co µg/m³', 'parameter': {'id': 4, 'name': 'co', 'units': 'µg/m³', 'displayName': 'CO mass'}}, {'id': 12236320, 'name': 'co ppb', 'parameter': {'id': 102, 'name': 'co', 'units': 'ppb', 'displayName': 'CO'}}, {'id': 12236321, 'name': 'no ppb', 'parameter': {'id': 24, 'name': 'no', 'units': 'ppb', 'displayName': 'NO'}}, {'id': 36173, 'name': 'no2 µg/m³', 'parameter': {'id': 5, 'name': 'no2', 'units': 'µg/m³', 'displayName': 'NO₂ mass'}}, {'id': 12236322, 'name': 'no2 ppb', 'parameter': {'id': 15, 'name': 'no2', 'units': 'ppb', 'displayName': 'NO₂'}}, {'id': 12236323, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 36172, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 12236324, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 36171, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 36170, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12236325, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12236326, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12236327, 'name': 'so2 ppb', 'parameter': {'id': 101, 'name': 'so2', 'units': 'ppb', 'displayName': 'SO₂'}}, {'id': 36169, 'name': 'so2 µg/m³', 'parameter': {'id': 6, 'name': 'so2', 'units': 'µg/m³', 'displayName': 'SO₂ mass'}}, {'id': 12236328, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}]","{'latitude': 26.11442, 'longitude': 85.39813}",,"[85.39813, 26.11442, 85.39813, 26.11442]",,"{'utc': '2020-08-24T17:30:00Z', 'local': '2020-08-24T23:00:00+05:30'}","{'utc': '2025-09-15T10:00:00Z', 'local': '2025-09-15T15:30:00+05:30'}"
,,,10825.0,"Sector-51, Gurugram - HSPCB",,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 8529, 'name': 'Haryana State Pollution Control Board'}","{'id': 168, 'name': 'CPCB'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}, {'id': 2, 'name': 'Government Monitor'}]","[{'id': 12236254, 'name': 'co ppb', 'parameter': {'id': 102, 'name': 'co', 'units': 'ppb', 'displayName': 'CO'}}, {'id': 36177, 'name': 'co µg/m³', 'parameter': {'id': 4, 'name': 'co', 'units': 'µg/m³', 'displayName': 'CO mass'}}, {'id': 12236255, 'name': 'no ppb', 'parameter': {'id': 24, 'name': 'no', 'units': 'ppb', 'displayName': 'NO'}}, {'id': 36178, 'name': 'no2 µg/m³', 'parameter': {'id': 5, 'name': 'no2', 'units': 'µg/m³', 'displayName': 'NO₂ mass'}}, {'id': 12236256, 'name': 'no2 ppb', 'parameter': {'id': 15, 'name': 'no2', 'units': 'ppb', 'displayName': 'NO₂'}}, {'id': 36179, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 12236257, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 36180, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 12236258, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 12236259, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 36181, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12236260, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12236261, 'name': 'so2 ppb', 'parameter': {'id': 101, 'name': 'so2', 'units': 'ppb', 'displayName': 'SO₂'}}, {'id': 36182, 'name': 'so2 µg/m³', 'parameter': {'id': 6, 'name': 'so2', 'units': 'µg/m³', 'displayName': 'SO₂ mass'}}, {'id': 12236262, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}]","{'latitude': 28.4227, 'longitude': 77.0667}",,"[77.0667, 28.4227, 77.0667, 28.4227]",,"{'utc': '2020-03-11T09:00:00Z', 'local': '2020-03-11T14:30:00+05:30'}","{'utc': '2025-04-23T11:00:00Z', 'local': '2025-04-23T16:30:00+05:30'}"
,,,10831.0,"Rohini, Delhi - DPCC",,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 8524, 'name': 'Delhi Pollution Control Committee'}","{'id': 168, 'name': 'CPCB'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}, {'id': 2, 'name': 'Government Monitor'}]","[{'id': 12235087, 'name': 'co ppb', 'parameter': {'id': 102, 'name': 'co', 'units': 'ppb', 'displayName': 'CO'}}, {'id': 36208, 'name': 'co µg/m³', 'parameter': {'id': 4, 'name': 'co', 'units': 'µg/m³', 'displayName': 'CO mass'}}, {'id': 12235088, 'name': 'no ppb', 'parameter': {'id': 24, 'name': 'no', 'units': 'ppb', 'displayName': 'NO'}}, {'id': 36209, 'name': 'no2 µg/m³', 'parameter': {'id': 5, 'name': 'no2', 'units': 'µg/m³', 'displayName': 'NO₂ mass'}}, {'id': 12235089, 'name': 'no2 ppb', 'parameter': {'id': 15, 'name': 'no2', 'units': 'ppb', 'displayName': 'NO₂'}}, {'id': 12235090, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 36213, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 12235091, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 36382, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 12235092, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 36399, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12235093, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12235094, 'name': 'so2 ppb', 'parameter': {'id': 101, 'name': 'so2', 'units': 'ppb', 'displayName': 'SO₂'}}, {'id': 36449, 'name': 'so2 µg/m³', 'parameter': {'id': 6, 'name': 'so2', 'units': 'µg/m³', 'displayName': 'SO₂ mass'}}, {'id': 12235095, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}]","{'latitude': 28.732528, 'longitude': 77.11992}",,"[77.11992, 28.732528, 77.11992, 28.732528]",,"{'utc': '2018-08-10T06:00:00Z', 'local': '2018-08-10T11:30:00+05:30'}","{'utc': '2025-09-15T10:30:00Z', 'local': '2025-09-15T16:00:00+05:30'}"
,,,10844.0,"Ghusuri, Howrah - WBPCB",,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 8523, 'name': 'West Bengal Pollution Control Board'}","{'id': 168, 'name': 'CPCB'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}, {'id': 2, 'name': 'Government Monitor'}]","[{'id': 12235491, 'name': 'co ppb', 'parameter': {'id': 102, 'name': 'co', 'units': 'ppb', 'displayName': 'CO'}}, {'id': 36361, 'name': 'co µg/m³', 'parameter': {'id': 4, 'name': 'co', 'units': 'µg/m³', 'displayName': 'CO mass'}}, {'id': 12235492, 'name': 'no ppb', 'parameter': {'id': 24, 'name': 'no', 'units': 'ppb', 'displayName': 'NO'}}, {'id': 12235493, 'name': 'no2 ppb', 'parameter': {'id': 15, 'name': 'no2', 'units': 'ppb', 'displayName': 'NO₂'}}, {'id': 36358, 'name': 'no2 µg/m³', 'parameter': {'id': 5, 'name': 'no2', 'units': 'µg/m³', 'displayName': 'NO₂ mass'}}, {'id': 36356, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 12235494, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 12235495, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 36271, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 12235496, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 36270, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12235497, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12235498, 'name': 'so2 ppb', 'parameter': {'id': 101, 'name': 'so2', 'units': 'ppb', 'displayName': 'SO₂'}}, {'id': 36269, 'name': 'so2 µg/m³', 'parameter': {'id': 6, 'name': 'so2', 'units': 'µg/m³', 'displayName': 'SO₂ mass'}}, {'id': 12235499, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}]","{'latitude': 22.611968, 'longitude': 88.347422}",,"[88.347422, 22.611968, 88.347422, 22.611968]",,"{'utc': '2018-05-11T05:30:00Z', 'local': '2018-05-11T11:00:00+05:30'}","{'utc': '2025-09-15T10:15:00Z', 'local': '2025-09-15T15:45:00+05:30'}"
