city,lat,lon,id,name,locality,timezone,country,owner,provider,isMobile,isMonitor,instruments,sensors,coordinates,licenses,bounds,distance,datetimeFirst,datetimeLast
,,,431.0,"IHBAS, Delhi - CPCB",,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 4, 'name': 'Unknown Governmental Organization'}","{'id': 168, 'name': 'CPCB'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 5361, 'name': 'co µg/m³', 'parameter': {'id': 4, 'name': 'co', 'units': 'µg/m³', 'displayName': 'CO mass'}}, {'id': 747, 'name': 'no2 µg/m³', 'parameter': {'id': 5, 'name': 'no2', 'units': 'µg/m³', 'displayName': 'NO₂ mass'}}, {'id': 13868, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 13867, 'name': 'so2 µg/m³', 'parameter': {'id': 6, 'name': 'so2', 'units': 'µg/m³', 'displayName': 'SO₂ mass'}}]","{'latitude': 28.6821, 'longitude': 77.305}",,"[77.305, 28.6821, 77.305, 28.6821]",,"{'utc': '2016-04-10T18:30:00Z', 'local': '2016-04-11T00:00:00+05:30'}","{'utc': '2018-02-22T02:45:00Z', 'local': '2018-02-22T08:15:00+05:30'}"
,,,594.0,"BTM Layout, Bengaluru - KSPCB",,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 4, 'name': 'Unknown Governmental Organization'}","{'id': 168, 'name': 'CPCB'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1048, 'name': 'co µg/m³', 'parameter': {'id': 4, 'name': 'co', 'units': 'µg/m³', 'displayName': 'CO mass'}}, {'id': 1427, 'name': 'no2 µg/m³', 'parameter': {'id': 5, 'name': 'no2', 'units': 'µg/m³', 'displayName': 'NO₂ mass'}}, {'id': 4886, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 13836, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 13837, 'name': 'so2 µg/m³', 'parameter': {'id': 6, 'name': 'so2', 'units': 'µg/m³', 'displayName': 'SO₂ mass'}}]","{'latitude': 12.912811110000002, 'longitude': 77.60921944}",,"[77.60921944, 12.912811110000002, 77.60921944, 12.912811110000002]",,"{'utc': '2016-03-22T01:00:00Z', 'local': '2016-03-22T06:30:00+05:30'}","{'utc': '2018-02-22T03:00:00Z', 'local': '2018-02-22T08:30:00+05:30'}"
,,,697.0,"Haldia, Haldia - WBPCB",,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 4, 'name': 'Unknown Governmental Organization'}","{'id': 163, 'name': 'caaqm'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1207, 'name': 'co µg/m³', 'parameter': {'id': 4, 'name': 'co', 'units': 'µg/m³', 'displayName': 'CO mass'}}, {'id': 1205, 'name': 'no2 µg/m³', 'parameter': {'id': 5, 'name': 'no2', 'units': 'µg/m³', 'displayName': 'NO₂ mass'}}, {'id': 1206, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 1209, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 234638, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 1208, 'name': 'so2 µg/m³', 'parameter': {'id': 6, 'name': 'so2', 'units': 'µg/m³', 'displayName': 'SO₂ mass'}}]","{'latitude': 22.06047, 'longitude': 88.109737}",,"[88.109737, 22.06047, 88.109737, 22.06047]",,"{'utc': '2016-03-22T01:00:00Z', 'local': '2016-03-22T06:30:00+05:30'}","{'utc': '2022-10-31T02:00:00Z', 'local': '2022-10-31T07:30:00+05:30'}"
,,,703.0,Collectorate Jodhpur - RSPCB,,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 4, 'name': 'Unknown Governmental Organization'}","{'id': 168, 'name': 'CPCB'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1220, 'name': 'co µg/m³', 'parameter': {'id': 4, 'name': 'co', 'units': 'µg/m³', 'displayName': 'CO mass'}}, {'id': 1226, 'name': 'no2 µg/m³', 'parameter': {'id': 5, 'name': 'no2', 'units': 'µg/m³', 'displayName': 'NO₂ mass'}}, {'id': 1223, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 1225, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 1224, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 1222, 'name': 'so2 µg/m³', 'parameter': {'id': 6, 'name': 'so2', 'units': 'µg/m³', 'displayName': 'SO₂ mass'}}]","{'latitude': 26.2920639, 'longitude': 73.0379111111111}",,"[73.0379111111111, 26.2920639, 73.0379111111111, 26.2920639]",,"{'utc': '2016-03-21T18:30:00Z', 'local': '2016-03-22T00:00:00+05:30'}","{'utc': '2018-02-22T03:45:00Z', 'local': '2018-02-22T09:15:00+05:30'}"
,,,716.0,"Rabindra Bharati University, Kolkata - WBSPCB",,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 4, 'name': 'Unknown Governmental Organization'}","{'id': 168, 'name': 'CPCB'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 5504, 'name': 'co µg/m³', 'parameter': {'id': 4, 'name': 'co', 'units': 'µg/m³', 'displayName': 'CO mass'}}, {'id': 5505, 'name': 'no2 µg/m³', 'parameter': {'id': 5, 'name': 'no2', 'units': 'µg/m³', 'displayName': 'NO₂ mass'}}, {'id': 5502, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 5503, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 1242, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 1241, 'name': 'so2 µg/m³', 'parameter': {'id': 6, 'name': 'so2', 'units': 'µg/m³', 'displayName': 'SO₂ mass'}}]","{'latitude': 22.627875, 'longitude': 88.3804}",,"[88.3804, 22.627875, 88.3804, 22.627875]",,"{'utc': '2016-06-28T04:32:00Z', 'local': '2016-06-28T10:02:00+05:30'}","{'utc': '2017-10-28T14:30:00Z', 'local': '2017-10-28T20:00:00+05:30'}"
,,,797.0,City Railway Station - KSPCB,,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 4, 'name': 'Unknown Governmental Organization'}","{'id': 168, 'name': 'CPCB'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1384, 'name': 'co µg/m³', 'parameter': {'id': 4, 'name': 'co', 'units': 'µg/m³', 'displayName': 'CO mass'}}, {'id': 1383, 'name': 'no2 µg/m³', 'parameter': {'id': 5, 'name': 'no2', 'units': 'µg/m³', 'displayName': 'NO₂ mass'}}, {'id': 1382, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 14096, 'name': 'so2 µg/m³', 'parameter': {'id': 6, 'name': 'so2', 'units': 'µg/m³', 'displayName': 'SO₂ mass'}}]","{'latitude': 12.9773472, 'longitude': 77.5706972222222}",,"[77.5706972222222, 12.9773472, 77.5706972222222, 12.9773472]",,"{'utc': '2016-03-21T14:00:00Z', 'local': '2016-03-21T19:30:00+05:30'}","{'utc': '2018-02-22T03:00:00Z', 'local': '2018-02-22T08:30:00+05:30'}"
,,,854.0,Chandrapur,,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 4, 'name': 'Unknown Governmental Organization'}","{'id': 168, 'name': 'CPCB'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1525, 'name': 'co µg/m³', 'parameter': {'id': 4, 'name': 'co', 'units': 'µg/m³', 'displayName': 'CO mass'}}, {'id': 1528, 'name': 'no2 µg/m³', 'parameter': {'id': 5, 'name': 'no2', 'units': 'µg/m³', 'displayName': 'NO₂ mass'}}, {'id': 1524, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 1529, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 1527, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 1526, 'name': 'so2 µg/m³', 'parameter': {'id': 6, 'name': 'so2', 'units': 'µg/m³', 'displayName': 'SO₂ mass'}}]","{'latitude': 19.95, 'longitude': 79.3}",,"[79.3, 19.95, 79.3, 19.95]",,"{'utc': '2016-03-22T01:00:00Z', 'local': '2016-03-22T06:30:00+05:30'}","{'utc': '2018-02-22T04:00:00Z', 'local': '2018-02-22T09:30:00+05:30'}"
,,,860.0,"Sanjay Palace, Agra - UPPCB",,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 8527, 'name': 'Uttar Pradesh Pollution Control Board'}","{'id': 168, 'name': 'CPCB'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}, {'id': 2, 'name': 'Government Monitor'}]","[{'id': 1546, 'name': 'co µg/m³', 'parameter': {'id': 4, 'name': 'co', 'units': 'µg/m³', 'displayName': 'CO mass'}}, {'id': 12235657, 'name': 'co ppb', 'parameter': {'id': 102, 'name': 'co', 'units': 'ppb', 'displayName': 'CO'}}, {'id': 12235658, 'name': 'no ppb', 'parameter': {'id': 24, 'name': 'no', 'units': 'ppb', 'displayName': 'NO'}}, {'id': 15024, 'name': 'no2 µg/m³', 'parameter': {'id': 5, 'name': 'no2', 'units': 'µg/m³', 'displayName': 'NO₂ mass'}}, {'id': 12235659, 'name': 'no2 ppb', 'parameter': {'id': 15, 'name': 'no2', 'units': 'ppb', 'displayName': 'NO₂'}}, {'id': 12235660, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 1544, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 1342956, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 12235661, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 12235662, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 1545, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12235663, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12235664, 'name': 'so2 ppb', 'parameter': {'id': 101, 'name': 'so2', 'units': 'ppb', 'displayName': 'SO₂'}}, {'id': 14322, 'name': 'so2 µg/m³', 'parameter': {'id': 6, 'name': 'so2', 'units': 'µg/m³', 'displayName': 'SO₂ mass'}}, {'id': 12235665, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}]","{'latitude': 27.19865833, 'longitude': 78.00598056}",,"[78.00598056, 27.19865833, 78.00598056, 27.19865833]",,"{'utc': '2016-03-22T01:00:00Z', 'local': '2016-03-22T06:30:00+05:30'}","{'utc': '2025-09-15T10:15:00Z', 'local': '2025-09-15T15:45:00+05:30'}"
,,,910.0,Victoria Memorial - WBSPCB,,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 4, 'name': 'Unknown Governmental Organization'}","{'id': 168, 'name': 'CPCB'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1668, 'name': 'co µg/m³', 'parameter': {'id': 4, 'name': 'co', 'units': 'µg/m³', 'displayName': 'CO mass'}}, {'id': 1670, 'name': 'no2 µg/m³', 'parameter': {'id': 5, 'name': 'no2', 'units': 'µg/m³', 'displayName': 'NO₂ mass'}}, {'id': 1667, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 1669, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 13556, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 13559, 'name': 'so2 µg/m³', 'parameter': {'id': 6, 'name': 'so2', 'units': 'µg/m³', 'displayName': 'SO₂ mass'}}]","{'latitude': 22.572646, 'longitude': 88.36389499999996}",,"[88.36389499999996, 22.572646, 88.36389499999996, 22.572646]",,"{'utc': '2016-06-25T09:45:00Z', 'local': '2016-06-25T15:15:00+05:30'}","{'utc': '2017-10-18T03:15:00Z', 'local': '2017-10-18T08:45:00+05:30'}"
,,,985.0,Collectorate - Muzaffarpur - BSPCB,,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 4, 'name': 'Unknown Governmental Organization'}","{'id': 168, 'name': 'CPCB'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1785, 'name': 'co µg/m³', 'parameter': {'id': 4, 'name': 'co', 'units': 'µg/m³', 'displayName': 'CO mass'}}, {'id': 1782, 'name': 'no2 µg/m³', 'parameter': {'id': 5, 'name': 'no2', 'units': 'µg/m³', 'displayName': 'NO₂ mass'}}, {'id': 1780, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 1786, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 1787, 'name': 'so2 µg/m³', 'parameter': {'id': 6, 'name': 'so2', 'units': 'µg/m³', 'displayName': 'SO₂ mass'}}]","{'latitude': 26.0762, 'longitude': 85.4115}",,"[85.4115, 26.0762, 85.4115, 26.0762]",,"{'utc': '2016-03-19T09:20:00Z', 'local': '2016-03-19T14:50:00+05:30'}","{'utc': '2018-02-21T23:45:00Z', 'local': '2018-02-22T05:15:00+05:30'}"
,,,2345.0,VK Industrial Area Jaipur - RSPCB,,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 4, 'name': 'Unknown Governmental Organization'}","{'id': 168, 'name': 'CPCB'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 4298, 'name': 'co µg/m³', 'parameter': {'id': 4, 'name': 'co', 'units': 'µg/m³', 'displayName': 'CO mass'}}, {'id': 4926, 'name': 'no2 µg/m³', 'parameter': {'id': 5, 'name': 'no2', 'units': 'µg/m³', 'displayName': 'NO₂ mass'}}, {'id': 4925, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 4924, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 4922, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 4921, 'name': 'so2 µg/m³', 'parameter': {'id': 6, 'name': 'so2', 'units': 'µg/m³', 'displayName': 'SO₂ mass'}}]","{'latitude': 26.9738778, 'longitude': 75.7738777777777}",,"[75.7738777777777, 26.9738778, 75.7738777777777, 26.9738778]",,"{'utc': '2016-03-21T18:30:00Z', 'local': '2016-03-22T00:00:00+05:30'}","{'utc': '2017-06-12T05:30:00Z', 'local': '2017-06-12T11:00:00+05:30'}"
,,,2445.0,US Diplomatic Post: Dhaka,,Asia/Dhaka,"{'id': 128, 'code': 'BD', 'name': 'Bangladesh'}","{'id': 4, 'name': 'Unknown Governmental Organization'}","{'id': 249, 'name': 'StateAir Dhaka'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 4680, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","{'latitude': 23.797687, 'longitude': 90.423698}",,"[90.423698, 23.797687, 90.423698, 23.797687]",,"{'utc': '2016-03-10T22:00:00Z', 'local': '2016-03-11T04:00:00+06:00'}","{'utc': '2016-11-09T16:00:00Z', 'local': '2016-11-09T22:00:00+06:00'}"
,,,2456.0,"Talkatora District Industries Center, Lucknow - CPCB",,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 8517, 'name': 'Central Pollution Control Board'}","{'id': 168, 'name': 'CPCB'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}, {'id': 2, 'name': 'Government Monitor'}]","[{'id': 12235569, 'name': 'co ppb', 'parameter': {'id': 102, 'name': 'co', 'units': 'ppb', 'displayName': 'CO'}}, {'id': 4712, 'name': 'co µg/m³', 'parameter': {'id': 4, 'name': 'co', 'units': 'µg/m³', 'displayName': 'CO mass'}}, {'id': 12235570, 'name': 'no ppb', 'parameter': {'id': 24, 'name': 'no', 'units': 'ppb', 'displayName': 'NO'}}, {'id': 12235571, 'name': 'no2 ppb', 'parameter': {'id': 15, 'name': 'no2', 'units': 'ppb', 'displayName': 'NO₂'}}, {'id': 5231, 'name': 'no2 µg/m³', 'parameter': {'id': 5, 'name': 'no2', 'units': 'µg/m³', 'displayName': 'NO₂ mass'}}, {'id': 36695, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 12235572, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 12235573, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 36696, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 12235574, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 14237, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 12235575, 'name': 'relativehumidity %', 'parameter': {'id': 98, 'name': 'relativehumidity', 'units': '%', 'displayName': 'RH'}}, {'id': 12235576, 'name': 'so2 ppb', 'parameter': {'id': 101, 'name': 'so2', 'units': 'ppb', 'displayName': 'SO₂'}}, {'id': 14238, 'name': 'so2 µg/m³', 'parameter': {'id': 6, 'name': 'so2', 'units': 'µg/m³', 'displayName': 'SO₂ mass'}}, {'id': 12235577, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'displayName': 'Temperature (C)'}}]","{'latitude': 26.83399722, 'longitude': 80.8917361}",,"[80.8917361, 26.83399722, 80.8917361, 26.83399722]",,"{'utc': '2016-03-21T10:00:00Z', 'local': '2016-03-21T15:30:00+05:30'}","{'utc': '2025-09-15T10:15:00Z', 'local': '2025-09-15T15:45:00+05:30'}"
,,,2459.0,US Diplomatic Post: Hyderabad,,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 4, 'name': 'Unknown Governmental Organization'}","{'id': 254, 'name': 'StateAir Hyderabad'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 4720, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","{'latitude': 17.443464, 'longitude': 78.47489}",,"[78.47489, 17.443464, 78.47489, 17.443464]",,"{'utc': '2016-01-30T00:30:00Z', 'local': '2016-01-30T06:00:00+05:30'}","{'utc': '2016-11-09T16:30:00Z', 'local': '2016-11-09T22:00:00+05:30'}"
,,,2460.0,US Diplomatic Post: Kolkata,,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 4, 'name': 'Unknown Governmental Organization'}","{'id': 263, 'name': 'StateAir Kolkata'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 4724, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","{'latitude': 22.547142, 'longitude': 88.351048}",,"[88.351048, 22.547142, 88.351048, 22.547142]",,"{'utc': '2016-01-30T00:30:00Z', 'local': '2016-01-30T06:00:00+05:30'}","{'utc': '2016-11-09T16:30:00Z', 'local': '2016-11-09T22:00:00+05:30'}"
,,,2461.0,US Diplomatic Post: Chennai,,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 4, 'name': 'Unknown Governmental Organization'}","{'id': 245, 'name': 'StateAir Chennai'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 4725, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","{'latitude': 13.052371, 'longitude': 80.251932}",,"[80.251932, 13.052371, 80.251932, 13.052371]",,"{'utc': '2016-01-30T00:30:00Z', 'local': '2016-01-30T06:00:00+05:30'}","{'utc': '2016-11-09T16:30:00Z', 'local': '2016-11-09T22:00:00+05:30'}"
,,,2463.0,Central School,,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 4, 'name': 'Unknown Governmental Organization'}","{'id': 168, 'name': 'CPCB'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 4734, 'name': 'co µg/m³', 'parameter': {'id': 4, 'name': 'co', 'units': 'µg/m³', 'displayName': 'CO mass'}}, {'id': 4731, 'name': 'no2 µg/m³', 'parameter': {'id': 5, 'name': 'no2', 'units': 'µg/m³', 'displayName': 'NO₂ mass'}}, {'id': 4729, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 5326, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 14364, 'name': 'so2 µg/m³', 'parameter': {'id': 6, 'name': 'so2', 'units': 'µg/m³', 'displayName': 'SO₂ mass'}}]","{'latitude': 26.85272778, 'longitude': 80.99632778}",,"[80.99632778, 26.85272778, 80.99632778, 26.85272778]",,"{'utc': '2016-03-21T10:00:00Z', 'local': '2016-03-21T15:30:00+05:30'}","{'utc': '2018-02-22T04:00:00Z', 'local': '2018-02-22T09:30:00+05:30'}"
,,,2503.0,"Shadipur, Delhi - CPCB",,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 4, 'name': 'Unknown Governmental Organization'}","{'id': 168, 'name': 'CPCB'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 4851, 'name': 'co µg/m³', 'parameter': {'id': 4, 'name': 'co', 'units': 'µg/m³', 'displayName': 'CO mass'}}, {'id': 4852, 'name': 'no2 µg/m³', 'parameter': {'id': 5, 'name': 'no2', 'units': 'µg/m³', 'displayName': 'NO₂ mass'}}, {'id': 4853, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 13860, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 13859, 'name': 'so2 µg/m³', 'parameter': {'id': 6, 'name': 'so2', 'units': 'µg/m³', 'displayName': 'SO₂ mass'}}]","{'latitude': 28.651699999999998, 'longitude': 77.1581}",,"[77.1581, 28.651699999999998, 77.1581, 28.651699999999998]",,"{'utc': '2016-03-21T23:30:00Z', 'local': '2016-03-22T05:00:00+05:30'}","{'utc': '2018-02-22T02:45:00Z', 'local': '2018-02-22T08:15:00+05:30'}"
,,,2549.0,IIT,,Asia/Kolkata,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'id': 4, 'name': 'Unknown Governmental Organization'}","{'id': 168, 'name': 'CPCB'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 5141, 'name': 'co µg/m³', 'parameter': {'id': 4, 'name': 'co', 'units': 'µg/m³', 'displayName': 'CO mass'}}, {'id': 5142, 'name': 'no2 µg/m³', 'parameter': {'id': 5, 'name': 'no2', 'units': 'µg/m³', 'displayName': 'NO₂ mass'}}, {'id': 5144, 'name': 'o3 µg/m³', 'parameter': {'id': 3, 'name': 'o3', 'units': 'µg/m³', 'displayName': 'O₃ mass'}}, {'id': 14320, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}, {'id': 14313, 'name': 'so2 µg/m³', 'parameter': {'id': 6, 'name': 'so2', 'units': 'µg/m³', 'displayName': 'SO₂ mass'}}]","{'latitude': 12.992513890000001, 'longitude': 80.23744722}",,"[80.23744722, 12.992513890000001, 80.23744722, 12.992513890000001]",,"{'utc': '2016-03-22T00:45:00Z', 'local': '2016-03-22T06:15:00+05:30'}","{'utc': '2018-02-22T03:45:00Z', 'local': '2018-02-22T09:15:00+05:30'}"
